student_id,name,age,department,gpa
74925,Student_74925,23,Dept_0,5.0
74926,Student_74926,24,Dept_1,5.5
74927,Student_74927,25,Dept_2,6.0
74928,Student_74928,26,Dept_3,6.5
74929,Student_74929,27,Dept_4,7.0
74930,Student_74930,18,Dept_0,5.0
74931,Student_74931,19,Dept_1,5.5
74932,Student_74932,20,Dept_2,6.0
74933,Student_74933,21,Dept_3,6.5
74934,Student_74934,22,Dept_4,7.0
74935,Student_74935,23,Dept_0,5.0
74936,Student_74936,24,Dept_1,5.5
74937,Student_74937,25,Dept_2,6.0
74938,Student_74938,26,Dept_3,6.5
74939,Student_74939,27,Dept_4,7.0
74940,Student_74940,18,Dept_0,5.0
74941,Student_74941,19,Dept_1,5.5
74942,Student_74942,20,Dept_2,6.0
74943,Student_74943,21,Dept_3,6.5
74944,Student_74944,22,Dept_4,7.0
74945,Student_74945,23,Dept_0,5.0
74946,Student_74946,24,Dept_1,5.5
74947,Student_74947,25,Dept_2,6.0
74948,Student_74948,26,Dept_3,6.5
74949,Student_74949,27,Dept_4,7.0
74950,Student_74950,18,Dept_0,5.0
74951,Student_74951,19,Dept_1,5.5
74952,Student_74952,20,Dept_2,6.0
74953,Student_74953,21,Dept_3,6.5
74954,Student_74954,22,Dept_4,7.0
74955,Student_74955,23,Dept_0,5.0
74956,Student_74956,24,Dept_1,5.5
74957,Student_74957,25,Dept_2,6.0
74958,Student_74958,26,Dept_3,6.5
74959,Student_74959,27,Dept_4,7.0
74960,Student_74960,18,Dept_0,5.0
74961,Student_74961,19,Dept_1,5.5
74962,Student_74962,20,Dept_2,6.0
74963,Student_74963,21,Dept_3,6.5
74964,Student_74964,22,Dept_4,7.0
74965,Student_74965,23,Dept_0,5.0
74966,Student_74966,24,Dept_1,5.5
74967,Student_74967,25,Dept_2,6.0
74968,Student_74968,26,Dept_3,6.5
74969,Student_74969,27,Dept_4,7.0
74970,Student_74970,18,Dept_0,5.0
74971,Student_74971,19,Dept_1,5.5
74972,Student_74972,20,Dept_2,6.0
74973,Student_74973,21,Dept_3,6.5
74974,Student_74974,22,Dept_4,7.0
74975,Student_74975,23,Dept_0,5.0
74976,Student_74976,24,Dept_1,5.5
74977,Student_74977,25,Dept_2,6.0
74978,Student_74978,26,Dept_3,6.5
74979,Student_74979,27,Dept_4,7.0
74980,Student_74980,18,Dept_0,5.0
74981,Student_74981,19,Dept_1,5.5
74982,Student_74982,20,Dept_2,6.0
74983,Student_74983,21,Dept_3,6.5
74984,Student_74984,22,Dept_4,7.0
74985,Student_74985,23,Dept_0,5.0
74986,Student_74986,24,Dept_1,5.5
74987,Student_74987,25,Dept_2,6.0
74988,Student_74988,26,Dept_3,6.5
74989,Student_74989,27,Dept_4,7.0
74990,Student_74990,18,Dept_0,5.0
74991,Student_74991,19,Dept_1,5.5
74992,Student_74992,20,Dept_2,6.0
74993,Student_74993,21,Dept_3,6.5
74994,Student_74994,22,Dept_4,7.0
74995,Student_74995,23,Dept_0,5.0
74996,Student_74996,24,Dept_1,5.5
74997,Student_74997,25,Dept_2,6.0
74998,Student_74998,26,Dept_3,6.5
74999,Student_74999,27,Dept_4,7.0
75000,Student_75000,18,Dept_0,5.0
75001,Student_75001,19,Dept_1,5.5
75002,Student_75002,20,Dept_2,6.0
75003,Student_75003,21,Dept_3,6.5
75004,Student_75004,22,Dept_4,7.0
75005,Student_75005,23,Dept_0,5.0
75006,Student_75006,24,Dept_1,5.5
75007,Student_75007,25,Dept_2,6.0
75008,Student_75008,26,Dept_3,6.5
75009,Student_75009,27,Dept_4,7.0
75010,Student_75010,18,Dept_0,5.0
75011,Student_75011,19,Dept_1,5.5
75012,Student_75012,20,Dept_2,6.0
75013,Student_75013,21,Dept_3,6.5
75014,Student_75014,22,Dept_4,7.0
75015,Student_75015,23,Dept_0,5.0
75016,Student_75016,24,Dept_1,5.5
75017,Student_75017,25,Dept_2,6.0
75018,Student_75018,26,Dept_3,6.5
75019,Student_75019,27,Dept_4,7.0
75020,Student_75020,18,Dept_0,5.0
75021,Student_75021,19,Dept_1,5.5
75022,Student_75022,20,Dept_2,6.0
75023,Student_75023,21,Dept_3,6.5
75024,Student_75024,22,Dept_4,7.0
75025,Student_75025,23,Dept_0,5.0
75026,Student_75026,24,Dept_1,5.5
75027,Student_75027,25,Dept_2,6.0
75028,Student_75028,26,Dept_3,6.5
75029,Student_75029,27,Dept_4,7.0
75030,Student_75030,18,Dept_0,5.0
75031,Student_75031,19,Dept_1,5.5
75032,Student_75032,20,Dept_2,6.0
75033,Student_75033,21,Dept_3,6.5
75034,Student_75034,22,Dept_4,7.0
75035,Student_75035,23,Dept_0,5.0
75036,Student_75036,24,Dept_1,5.5
75037,Student_75037,25,Dept_2,6.0
75038,Student_75038,26,Dept_3,6.5
75039,Student_75039,27,Dept_4,7.0
75040,Student_75040,18,Dept_0,5.0
75041,Student_75041,19,Dept_1,5.5
75042,Student_75042,20,Dept_2,6.0
75043,Student_75043,21,Dept_3,6.5
75044,Student_75044,22,Dept_4,7.0
75045,Student_75045,23,Dept_0,5.0
75046,Student_75046,24,Dept_1,5.5
75047,Student_75047,25,Dept_2,6.0
75048,Student_75048,26,Dept_3,6.5
75049,Student_75049,27,Dept_4,7.0
75050,Student_75050,18,Dept_0,5.0
75051,Student_75051,19,Dept_1,5.5
75052,Student_75052,20,Dept_2,6.0
75053,Student_75053,21,Dept_3,6.5
75054,Student_75054,22,Dept_4,7.0
75055,Student_75055,23,Dept_0,5.0
75056,Student_75056,24,Dept_1,5.5
75057,Student_75057,25,Dept_2,6.0
75058,Student_75058,26,Dept_3,6.5
75059,Student_75059,27,Dept_4,7.0
75060,Student_75060,18,Dept_0,5.0
75061,Student_75061,19,Dept_1,5.5
75062,Student_75062,20,Dept_2,6.0
75063,Student_75063,21,Dept_3,6.5
75064,Student_75064,22,Dept_4,7.0
75065,Student_75065,23,Dept_0,5.0
75066,Student_75066,24,Dept_1,5.5
75067,Student_75067,25,Dept_2,6.0
75068,Student_75068,26,Dept_3,6.5
75069,Student_75069,27,Dept_4,7.0
75070,Student_75070,18,Dept_0,5.0
75071,Student_75071,19,Dept_1,5.5
75072,Student_75072,20,Dept_2,6.0
75073,Student_75073,21,Dept_3,6.5
75074,Student_75074,22,Dept_4,7.0
75075,Student_75075,23,Dept_0,5.0
75076,Student_75076,24,Dept_1,5.5
75077,Student_75077,25,Dept_2,6.0
75078,Student_75078,26,Dept_3,6.5
75079,Student_75079,27,Dept_4,7.0
75080,Student_75080,18,Dept_0,5.0
75081,Student_75081,19,Dept_1,5.5
75082,Student_75082,20,Dept_2,6.0
75083,Student_75083,21,Dept_3,6.5
75084,Student_75084,22,Dept_4,7.0
75085,Student_75085,23,Dept_0,5.0
75086,Student_75086,24,Dept_1,5.5
75087,Student_75087,25,Dept_2,6.0
75088,Student_75088,26,Dept_3,6.5
75089,Student_75089,27,Dept_4,7.0
75090,Student_75090,18,Dept_0,5.0
75091,Student_75091,19,Dept_1,5.5
75092,Student_75092,20,Dept_2,6.0
75093,Student_75093,21,Dept_3,6.5
75094,Student_75094,22,Dept_4,7.0
75095,Student_75095,23,Dept_0,5.0
75096,Student_75096,24,Dept_1,5.5
75097,Student_75097,25,Dept_2,6.0
75098,Student_75098,26,Dept_3,6.5
75099,Student_75099,27,Dept_4,7.0
75100,Student_75100,18,Dept_0,5.0
75101,Student_75101,19,Dept_1,5.5
75102,Student_75102,20,Dept_2,6.0
75103,Student_75103,21,Dept_3,6.5
75104,Student_75104,22,Dept_4,7.0
75105,Student_75105,23,Dept_0,5.0
75106,Student_75106,24,Dept_1,5.5
75107,Student_75107,25,Dept_2,6.0
75108,Student_75108,26,Dept_3,6.5
75109,Student_75109,27,Dept_4,7.0
75110,Student_75110,18,Dept_0,5.0
75111,Student_75111,19,Dept_1,5.5
75112,Student_75112,20,Dept_2,6.0
75113,Student_75113,21,Dept_3,6.5
75114,Student_75114,22,Dept_4,7.0
75115,Student_75115,23,Dept_0,5.0
75116,Student_75116,24,Dept_1,5.5
75117,Student_75117,25,Dept_2,6.0
75118,Student_75118,26,Dept_3,6.5
75119,Student_75119,27,Dept_4,7.0
75120,Student_75120,18,Dept_0,5.0
75121,Student_75121,19,Dept_1,5.5
75122,Student_75122,20,Dept_2,6.0
75123,Student_75123,21,Dept_3,6.5
75124,Student_75124,22,Dept_4,7.0
75125,Student_75125,23,Dept_0,5.0
75126,Student_75126,24,Dept_1,5.5
75127,Student_75127,25,Dept_2,6.0
75128,Student_75128,26,Dept_3,6.5
75129,Student_75129,27,Dept_4,7.0
75130,Student_75130,18,Dept_0,5.0
75131,Student_75131,19,Dept_1,5.5
75132,Student_75132,20,Dept_2,6.0
75133,Student_75133,21,Dept_3,6.5
75134,Student_75134,22,Dept_4,7.0
75135,Student_75135,23,Dept_0,5.0
75136,Student_75136,24,Dept_1,5.5
75137,Student_75137,25,Dept_2,6.0
75138,Student_75138,26,Dept_3,6.5
75139,Student_75139,27,Dept_4,7.0
75140,Student_75140,18,Dept_0,5.0
75141,Student_75141,19,Dept_1,5.5
75142,Student_75142,20,Dept_2,6.0
75143,Student_75143,21,Dept_3,6.5
75144,Student_75144,22,Dept_4,7.0
75145,Student_75145,23,Dept_0,5.0
75146,Student_75146,24,Dept_1,5.5
75147,Student_75147,25,Dept_2,6.0
75148,Student_75148,26,Dept_3,6.5
75149,Student_75149,27,Dept_4,7.0
75150,Student_75150,18,Dept_0,5.0
75151,Student_75151,19,Dept_1,5.5
75152,Student_75152,20,Dept_2,6.0
75153,Student_75153,21,Dept_3,6.5
75154,Student_75154,22,Dept_4,7.0
75155,Student_75155,23,Dept_0,5.0
75156,Student_75156,24,Dept_1,5.5
75157,Student_75157,25,Dept_2,6.0
75158,Student_75158,26,Dept_3,6.5
75159,Student_75159,27,Dept_4,7.0
75160,Student_75160,18,Dept_0,5.0
75161,Student_75161,19,Dept_1,5.5
75162,Student_75162,20,Dept_2,6.0
75163,Student_75163,21,Dept_3,6.5
75164,Student_75164,22,Dept_4,7.0
75165,Student_75165,23,Dept_0,5.0
75166,Student_75166,24,Dept_1,5.5
75167,Student_75167,25,Dept_2,6.0
75168,Student_75168,26,Dept_3,6.5
75169,Student_75169,27,Dept_4,7.0
75170,Student_75170,18,Dept_0,5.0
75171,Student_75171,19,Dept_1,5.5
75172,Student_75172,20,Dept_2,6.0
75173,Student_75173,21,Dept_3,6.5
75174,Student_75174,22,Dept_4,7.0
75175,Student_75175,23,Dept_0,5.0
75176,Student_75176,24,Dept_1,5.5
75177,Student_75177,25,Dept_2,6.0
75178,Student_75178,26,Dept_3,6.5
75179,Student_75179,27,Dept_4,7.0
75180,Student_75180,18,Dept_0,5.0
75181,Student_75181,19,Dept_1,5.5
75182,Student_75182,20,Dept_2,6.0
75183,Student_75183,21,Dept_3,6.5
75184,Student_75184,22,Dept_4,7.0
75185,Student_75185,23,Dept_0,5.0
75186,Student_75186,24,Dept_1,5.5
75187,Student_75187,25,Dept_2,6.0
75188,Student_75188,26,Dept_3,6.5
75189,Student_75189,27,Dept_4,7.0
75190,Student_75190,18,Dept_0,5.0
75191,Student_75191,19,Dept_1,5.5
75192,Student_75192,20,Dept_2,6.0
75193,Student_75193,21,Dept_3,6.5
75194,Student_75194,22,Dept_4,7.0
75195,Student_75195,23,Dept_0,5.0
75196,Student_75196,24,Dept_1,5.5
75197,Student_75197,25,Dept_2,6.0
75198,Student_75198,26,Dept_3,6.5
75199,Student_75199,27,Dept_4,7.0
75200,Student_75200,18,Dept_0,5.0
75201,Student_75201,19,Dept_1,5.5
75202,Student_75202,20,Dept_2,6.0
75203,Student_75203,21,Dept_3,6.5
75204,Student_75204,22,Dept_4,7.0
75205,Student_75205,23,Dept_0,5.0
75206,Student_75206,24,Dept_1,5.5
75207,Student_75207,25,Dept_2,6.0
75208,Student_75208,26,Dept_3,6.5
75209,Student_75209,27,Dept_4,7.0
75210,Student_75210,18,Dept_0,5.0
75211,Student_75211,19,Dept_1,5.5
75212,Student_75212,20,Dept_2,6.0
75213,Student_75213,21,Dept_3,6.5
75214,Student_75214,22,Dept_4,7.0
75215,Student_75215,23,Dept_0,5.0
75216,Student_75216,24,Dept_1,5.5
75217,Student_75217,25,Dept_2,6.0
75218,Student_75218,26,Dept_3,6.5
75219,Student_75219,27,Dept_4,7.0
75220,Student_75220,18,Dept_0,5.0
75221,Student_75221,19,Dept_1,5.5
75222,Student_75222,20,Dept_2,6.0
75223,Student_75223,21,Dept_3,6.5
75224,Student_75224,22,Dept_4,7.0
75225,Student_75225,23,Dept_0,5.0
75226,Student_75226,24,Dept_1,5.5
75227,Student_75227,25,Dept_2,6.0
75228,Student_75228,26,Dept_3,6.5
75229,Student_75229,27,Dept_4,7.0
75230,Student_75230,18,Dept_0,5.0
75231,Student_75231,19,Dept_1,5.5
75232,Student_75232,20,Dept_2,6.0
75233,Student_75233,21,Dept_3,6.5
75234,Student_75234,22,Dept_4,7.0
75235,Student_75235,23,Dept_0,5.0
75236,Student_75236,24,Dept_1,5.5
75237,Student_75237,25,Dept_2,6.0
75238,Student_75238,26,Dept_3,6.5
75239,Student_75239,27,Dept_4,7.0
75240,Student_75240,18,Dept_0,5.0
75241,Student_75241,19,Dept_1,5.5
75242,Student_75242,20,Dept_2,6.0
75243,Student_75243,21,Dept_3,6.5
75244,Student_75244,22,Dept_4,7.0
75245,Student_75245,23,Dept_0,5.0
75246,Student_75246,24,Dept_1,5.5
75247,Student_75247,25,Dept_2,6.0
75248,Student_75248,26,Dept_3,6.5
75249,Student_75249,27,Dept_4,7.0
75250,Student_75250,18,Dept_0,5.0
75251,Student_75251,19,Dept_1,5.5
75252,Student_75252,20,Dept_2,6.0
75253,Student_75253,21,Dept_3,6.5
75254,Student_75254,22,Dept_4,7.0
75255,Student_75255,23,Dept_0,5.0
75256,Student_75256,24,Dept_1,5.5
75257,Student_75257,25,Dept_2,6.0
75258,Student_75258,26,Dept_3,6.5
75259,Student_75259,27,Dept_4,7.0
75260,Student_75260,18,Dept_0,5.0
75261,Student_75261,19,Dept_1,5.5
75262,Student_75262,20,Dept_2,6.0
75263,Student_75263,21,Dept_3,6.5
75264,Student_75264,22,Dept_4,7.0
75265,Student_75265,23,Dept_0,5.0
75266,Student_75266,24,Dept_1,5.5
75267,Student_75267,25,Dept_2,6.0
75268,Student_75268,26,Dept_3,6.5
75269,Student_75269,27,Dept_4,7.0
75270,Student_75270,18,Dept_0,5.0
75271,Student_75271,19,Dept_1,5.5
75272,Student_75272,20,Dept_2,6.0
75273,Student_75273,21,Dept_3,6.5
75274,Student_75274,22,Dept_4,7.0
75275,Student_75275,23,Dept_0,5.0
75276,Student_75276,24,Dept_1,5.5
75277,Student_75277,25,Dept_2,6.0
75278,Student_75278,26,Dept_3,6.5
75279,Student_75279,27,Dept_4,7.0
75280,Student_75280,18,Dept_0,5.0
75281,Student_75281,19,Dept_1,5.5
75282,Student_75282,20,Dept_2,6.0
75283,Student_75283,21,Dept_3,6.5
75284,Student_75284,22,Dept_4,7.0
75285,Student_75285,23,Dept_0,5.0
75286,Student_75286,24,Dept_1,5.5
75287,Student_75287,25,Dept_2,6.0
75288,Student_75288,26,Dept_3,6.5
75289,Student_75289,27,Dept_4,7.0
75290,Student_75290,18,Dept_0,5.0
75291,Student_75291,19,Dept_1,5.5
75292,Student_75292,20,Dept_2,6.0
75293,Student_75293,21,Dept_3,6.5
75294,Student_75294,22,Dept_4,7.0
75295,Student_75295,23,Dept_0,5.0
75296,Student_75296,24,Dept_1,5.5
75297,Student_75297,25,Dept_2,6.0
75298,Student_75298,26,Dept_3,6.5
75299,Student_75299,27,Dept_4,7.0
75300,Student_75300,18,Dept_0,5.0
75301,Student_75301,19,Dept_1,5.5
75302,Student_75302,20,Dept_2,6.0
75303,Student_75303,21,Dept_3,6.5
75304,Student_75304,22,Dept_4,7.0
75305,Student_75305,23,Dept_0,5.0
75306,Student_75306,24,Dept_1,5.5
75307,Student_75307,25,Dept_2,6.0
75308,Student_75308,26,Dept_3,6.5
75309,Student_75309,27,Dept_4,7.0
75310,Student_75310,18,Dept_0,5.0
75311,Student_75311,19,Dept_1,5.5
75312,Student_75312,20,Dept_2,6.0
75313,Student_75313,21,Dept_3,6.5
75314,Student_75314,22,Dept_4,7.0
75315,Student_75315,23,Dept_0,5.0
75316,Student_75316,24,Dept_1,5.5
75317,Student_75317,25,Dept_2,6.0
75318,Student_75318,26,Dept_3,6.5
75319,Student_75319,27,Dept_4,7.0
75320,Student_75320,18,Dept_0,5.0
75321,Student_75321,19,Dept_1,5.5
75322,Student_75322,20,Dept_2,6.0
75323,Student_75323,21,Dept_3,6.5
75324,Student_75324,22,Dept_4,7.0
75325,Student_75325,23,Dept_0,5.0
75326,Student_75326,24,Dept_1,5.5
75327,Student_75327,25,Dept_2,6.0
75328,Student_75328,26,Dept_3,6.5
75329,Student_75329,27,Dept_4,7.0
75330,Student_75330,18,Dept_0,5.0
75331,Student_75331,19,Dept_1,5.5
75332,Student_75332,20,Dept_2,6.0
75333,Student_75333,21,Dept_3,6.5
75334,Student_75334,22,Dept_4,7.0
75335,Student_75335,23,Dept_0,5.0
75336,Student_75336,24,Dept_1,5.5
75337,Student_75337,25,Dept_2,6.0
75338,Student_75338,26,Dept_3,6.5
75339,Student_75339,27,Dept_4,7.0
75340,Student_75340,18,Dept_0,5.0
75341,Student_75341,19,Dept_1,5.5
75342,Student_75342,20,Dept_2,6.0
75343,Student_75343,21,Dept_3,6.5
75344,Student_75344,22,Dept_4,7.0
75345,Student_75345,23,Dept_0,5.0
75346,Student_75346,24,Dept_1,5.5
75347,Student_75347,25,Dept_2,6.0
75348,Student_75348,26,Dept_3,6.5
75349,Student_75349,27,Dept_4,7.0
75350,Student_75350,18,Dept_0,5.0
75351,Student_75351,19,Dept_1,5.5
75352,Student_75352,20,Dept_2,6.0
75353,Student_75353,21,Dept_3,6.5
75354,Student_75354,22,Dept_4,7.0
75355,Student_75355,23,Dept_0,5.0
75356,Student_75356,24,Dept_1,5.5
75357,Student_75357,25,Dept_2,6.0
75358,Student_75358,26,Dept_3,6.5
75359,Student_75359,27,Dept_4,7.0
75360,Student_75360,18,Dept_0,5.0
75361,Student_75361,19,Dept_1,5.5
75362,Student_75362,20,Dept_2,6.0
75363,Student_75363,21,Dept_3,6.5
75364,Student_75364,22,Dept_4,7.0
75365,Student_75365,23,Dept_0,5.0
75366,Student_75366,24,Dept_1,5.5
75367,Student_75367,25,Dept_2,6.0
75368,Student_75368,26,Dept_3,6.5
75369,Student_75369,27,Dept_4,7.0
75370,Student_75370,18,Dept_0,5.0
75371,Student_75371,19,Dept_1,5.5
75372,Student_75372,20,Dept_2,6.0
75373,Student_75373,21,Dept_3,6.5
75374,Student_75374,22,Dept_4,7.0
75375,Student_75375,23,Dept_0,5.0
75376,Student_75376,24,Dept_1,5.5
75377,Student_75377,25,Dept_2,6.0
75378,Student_75378,26,Dept_3,6.5
75379,Student_75379,27,Dept_4,7.0
75380,Student_75380,18,Dept_0,5.0
75381,Student_75381,19,Dept_1,5.5
75382,Student_75382,20,Dept_2,6.0
75383,Student_75383,21,Dept_3,6.5
75384,Student_75384,22,Dept_4,7.0
75385,Student_75385,23,Dept_0,5.0
75386,Student_75386,24,Dept_1,5.5
75387,Student_75387,25,Dept_2,6.0
75388,Student_75388,26,Dept_3,6.5
75389,Student_75389,27,Dept_4,7.0
75390,Student_75390,18,Dept_0,5.0
75391,Student_75391,19,Dept_1,5.5
75392,Student_75392,20,Dept_2,6.0
75393,Student_75393,21,Dept_3,6.5
75394,Student_75394,22,Dept_4,7.0
75395,Student_75395,23,Dept_0,5.0
75396,Student_75396,24,Dept_1,5.5
75397,Student_75397,25,Dept_2,6.0
75398,Student_75398,26,Dept_3,6.5
75399,Student_75399,27,Dept_4,7.0
75400,Student_75400,18,Dept_0,5.0
75401,Student_75401,19,Dept_1,5.5
75402,Student_75402,20,Dept_2,6.0
75403,Student_75403,21,Dept_3,6.5
75404,Student_75404,22,Dept_4,7.0
75405,Student_75405,23,Dept_0,5.0
75406,Student_75406,24,Dept_1,5.5
75407,Student_75407,25,Dept_2,6.0
75408,Student_75408,26,Dept_3,6.5
75409,Student_75409,27,Dept_4,7.0
75410,Student_75410,18,Dept_0,5.0
75411,Student_75411,19,Dept_1,5.5
75412,Student_75412,20,Dept_2,6.0
75413,Student_75413,21,Dept_3,6.5
75414,Student_75414,22,Dept_4,7.0
75415,Student_75415,23,Dept_0,5.0
75416,Student_75416,24,Dept_1,5.5
